"shapeid","osm_id","name","ref","type","oneway","bridge","tunnel","maxspeed"
"414","48108196","Alhelí","NULL","residential","0","0","0","NULL"
"415","48108199","Alcatraz","NULL","residential","0","0","0","NULL"
"416","48108203","Aster","NULL","residential","0","0","0","NULL"
"417","48108206","Aralia","NULL","residential","0","0","0","NULL"
"418","48108966","Mandarina","NULL","residential","0","0","0","NULL"
"419","48108967","Naranja","NULL","residential","0","0","0","NULL"
"420","48108968","NULL","NULL","residential","0","0","0","NULL"
"421","48108969","Toronja","NULL","residential","0","0","0","NULL"
"422","48108970","Piña","NULL","residential","0","0","0","NULL"
"423","48108971","Avenida del Paraiso","NULL","residential","0","0","0","NULL"
"424","48108972","NULL","NULL","residential","0","0","0","NULL"
"425","48109031","Narciso","NULL","residential","0","0","0","NULL"
"426","48109032","Mimosa","NULL","residential","0","0","0","NULL"
"427","48109033","Nardo","NULL","residential","0","0","0","NULL"
"428","48109698","Sabino","NULL","residential","0","0","0","NULL"
"429","48109699","Puerto Veracruz","NULL","residential","0","0","0","NULL"
"430","48109700","Veracruz","NULL","tertiary","0","0","0","NULL"
"431","48109701","Francisco I. Madero","NULL","residential","0","0","0","NULL"
"432","48109702","General Lázaro Cárdenas","NULL","residential","0","0","0","NULL"
"433","48109703","24 de Mayo","NULL","residential","0","0","0","NULL"
"434","48109704","Calixto Contreras","NULL","tertiary","0","0","0","NULL"
"435","48109705","F. Alberto Cincunegui","NULL","tertiary","0","0","0","NULL"
"436","48109706","Nogal","NULL","residential","0","0","0","NULL"
"437","48109707","Plata","NULL","tertiary","0","0","0","NULL"
"438","48109708","Av. Enseñada","NULL","secondary","1","0","0","NULL"
"439","48109709","Zacatecas","NULL","tertiary","0","0","0","NULL"
"440","48109710","Perfecto Morales","NULL","tertiary","0","0","0","NULL"
"441","48109867","Carlos Santa Maria","NULL","residential","1","0","0","40"
"442","48109868","Primero de Mayo","NULL","residential","0","0","0","NULL"
"443","48109869","Geronimo Hernandez","NULL","residential","0","0","0","NULL"
"444","48109870","General Vicente Guerrero","NULL","residential","0","0","0","NULL"
"445","48109871","tenochtitlan","NULL","residential","0","0","0","NULL"
"446","48109872","23 de Mayo","NULL","residential","0","0","0","NULL"
"447","48109873","Cerro de la Cruz","NULL","residential","1","0","0","NULL"
"448","48109875","Rio Papaloapan","NULL","residential","0","0","0","NULL"
"449","48109877","Fray Diego de la cadena","NULL","residential","1","0","0","NULL"
"450","48109976","Alonso Corona Del Rosal","NULL","residential","0","0","0","40"
"451","48109977","Maria Bayona","NULL","residential","0","0","0","40"
"452","48109978","Ricardo Flores Magon","NULL","tertiary","0","0","0","40"
"453","48109979","Delfina Arroyo","NULL","tertiary","0","0","0","40"
"454","48109980","NULL","NULL","residential","0","0","0","NULL"
"455","48110027","Santo Domingo","NULL","residential","0","0","0","NULL"
"456","48110029","Las Americas","NULL","residential","1","0","0","NULL"
"457","48110030","Valparaíso","NULL","tertiary","0","0","0","NULL"
"458","48112497","Avenida Bravo","NULL","secondary","0","0","0","60"
"459","48112498","Calzada Emilio Carranza","NULL","secondary","1","0","0","NULL"
"460","48112499","Calle Xicotencatl","NULL","secondary","1","0","0","NULL"
"461","48112500","Calzada Juan Francisco Ealy Ortiz","NULL","secondary","1","0","0","NULL"
"462","48112501","Calzada Manuel Avila Camacho","NULL","primary","0","0","0","60"
"463","48112502","NULL","NULL","secondary","1","0","0","NULL"
"464","48112503","Calzada Ramon Mendez","NULL","secondary","1","0","0","NULL"
"465","48112504","Avenida Allende","NULL","secondary","1","0","0","NULL"
"466","48112506","Calzada L. Rovirosa Wade","NULL","secondary","1","0","0","NULL"
"467","48112509","NULL","NULL","primary","1","0","0","NULL"
"468","48112510","Calzada Moctezuma","NULL","secondary","1","0","0","NULL"
"469","48112512","Calzada Ramon Mendez","NULL","secondary","1","0","0","NULL"
"470","48113070","Calzada Saltillo 400","NULL","trunk","1","0","0","NULL"
"471","48113071","Paseo de la Rosita","NULL","primary","1","0","0","60"
"472","48113074","Avenida Bravo","NULL","secondary","0","0","0","NULL"
"473","48113075","Juan Escutia","NULL","residential","0","0","0","NULL"
"474","48113076","Calle Aldama","NULL","residential","0","0","0","NULL"
"475","48113077","Boulevard Águila Nacional","NULL","residential","0","0","0","NULL"
"476","48113078","Calzada A. de Juambelz","NULL","secondary","1","0","0","NULL"
"477","48113079","Avenida de la Paz","NULL","secondary","1","0","0","NULL"
"478","48113080","Calle Quetzalcóatl","NULL","secondary","1","0","0","NULL"
"479","48113081","Calzada Xochimilco","NULL","secondary","1","0","0","NULL"
"480","48113082","Braulio Fernandez","NULL","tertiary","0","0","0","NULL"
"481","48113083","Avenida Bravo","NULL","secondary","1","0","0","NULL"
"482","48113084","Calzada Abastos","NULL","primary","0","0","0","NULL"
"483","48113085","Calzada Abastos","NULL","primary","1","0","0","NULL"
"484","48113086","Calle Cuitláhuac","NULL","tertiary","1","0","0","NULL"
"485","48113087","Calzada Las Palmas","NULL","secondary","1","0","0","NULL"
"486","48113102","Boulevard Rodriguez Triana","NULL","primary","1","0","0","NULL"
"487","48113103","Calzada Lazaro Cardenas","NULL","primary","1","0","0","NULL"
"488","48113141","Calle Av. Ricardo Flores Magon","NULL","tertiary","0","0","0","NULL"
"489","48113142","NULL","NULL","tertiary","0","0","0","NULL"
"490","48113143","Avenida Madrid","NULL","secondary","1","0","0","NULL"
"491","48113144","Calle Rio Amazonas","NULL","secondary","0","0","0","NULL"
"492","48113145","Rio Salado","NULL","tertiary","0","0","0","NULL"
"493","48113146","Paseo de las Jacarandas Sur","NULL","tertiary","1","0","0","NULL"
"494","48113147","Paseo de las Jacarandas Nte.","NULL","tertiary","0","0","0","NULL"
"495","48113148","Av. Los Robles","NULL","tertiary","0","0","0","NULL"
"496","48113149","Prolongaion Ave. Las Aguilas","NULL","tertiary","0","0","0","NULL"
"497","48113150","Avenida Prolongación Monaco","NULL","primary","1","0","0","NULL"
"498","48113151","NULL","NULL","secondary","0","0","0","NULL"
"499","48113152","Calzada Paseo de los Alamos","NULL","secondary","1","0","0","NULL"
"500","48113153","Calz. de los Nogales","NULL","tertiary","1","0","0","NULL"
"501","48113156","Boulevard El Tajito","NULL","primary","1","0","0","NULL"
"502","48113409","José Agustín Castro","NULL","primary","1","0","0","NULL"
"503","48113412","Urrea","NULL","primary","0","0","0","NULL"
"504","48113413","Calle Sinaloa","NULL","residential","1","0","0","NULL"
"505","48113421","Calle México","NULL","secondary","1","0","0","NULL"
"506","48113422","Calle Saltillo","NULL","secondary","1","0","0","NULL"
"507","48113423","Juan Pablos","NULL","residential","1","0","0","NULL"
"508","48113584","NULL","NULL","tertiary","0","0","0","NULL"
"509","48113585","NULL","NULL","tertiary","0","0","0","NULL"
"510","48113586","Calle Montevideo","NULL","tertiary","1","0","0","NULL"
"511","48113587","Calle Québec","NULL","tertiary","1","0","0","NULL"
"512","48113588","NULL","NULL","residential","0","0","0","NULL"
"513","48113590","Tepehuano","NULL","residential","0","0","0","NULL"
"514","48113591","Brasil","NULL","residential","0","0","0","NULL"
"515","48113592","Aztecas","NULL","residential","0","0","0","NULL"
"516","48113593","Huicholes","NULL","residential","0","0","0","NULL"
"517","48113594","Puerto Rico","NULL","residential","0","0","0","NULL"
"518","48113595","Wairvras","NULL","residential","0","0","0","NULL"
"519","48113596","Mixtecos","NULL","residential","0","0","0","NULL"
"520","48113597","Avenida Praxedis Guerrero","NULL","residential","0","0","0","NULL"
"521","48113598","Calle Puerto Principe","NULL","residential","0","0","0","NULL"
"522","48113599","Calle Québec","NULL","tertiary","0","0","0","NULL"
"523","48113600","Calz Huachichiles","NULL","tertiary","0","0","0","NULL"
"524","48113926","Parque Nuevo","NULL","residential","0","0","0","NULL"
"525","48114533","Ignacio Hidalgo y Muñoz","NULL","residential","0","0","0","NULL"
"526","48114535","NULL","NULL","residential","1","0","0","40"
"527","48114536","Carlos Medina","NULL","residential","0","0","0","NULL"
"528","48114537","NULL","NULL","residential","0","0","0","NULL"
"529","48114538","NULL","NULL","residential","0","0","0","NULL"
"530","48114540","5 de Febrero","NULL","residential","0","0","0","NULL"
"531","48114541","NULL","NULL","residential","0","0","0","NULL"
"532","48114542","5 de Mayo","NULL","residential","0","0","0","NULL"
"533","48114543","Juan Hernandez y Marin","NULL","residential","0","0","0","NULL"
"534","48114544","Ayuntamiento","NULL","residential","1","0","0","NULL"
"535","48114545","Dr Mariano Herrera","NULL","residential","0","0","0","NULL"
"536","48114546","Dr Rafael Lavista","NULL","residential","0","0","0","NULL"
"537","48114547","NULL","NULL","residential","0","0","0","NULL"
"538","48114548","NULL","NULL","residential","0","0","0","NULL"
"539","48114549","Borrego","NULL","residential","1","0","0","40"
"540","48114551","Costa","NULL","residential","1","0","0","NULL"
"541","48114553","Guadalupe","NULL","residential","1","0","0","40"
"542","48114554","NULL","NULL","residential","1","0","0","40"
"543","48114629","Cerro gordo","NULL","residential","0","0","0","NULL"
"544","48114630","Cerro del Consuelo","NULL","residential","0","0","0","NULL"
"545","48114631","Cerro del papanton","NULL","residential","0","0","0","NULL"
"546","48114632","Paseo Peñon Blanco","NULL","residential","0","0","0","NULL"
"547","48114633","Durango","NULL","tertiary","1","0","0","NULL"
"548","48114635","Paseo de la joya","NULL","residential","0","0","0","NULL"
"549","48114636","Cerro del sacrificio","NULL","residential","0","0","0","NULL"
"550","48114663","NULL","NULL","service","0","0","0","NULL"
"551","48114664","NULL","NULL","service","0","0","0","NULL"
"552","48114676","Durango","NULL","tertiary","0","0","0","NULL"
"553","48114677","Chiapas","NULL","tertiary","0","0","0","NULL"
"554","48128697","NULL","NULL","residential","0","0","0","40"
"555","48128702","Justo Sierra","NULL","residential","0","0","0","40"
"556","48128705","Pino","NULL","residential","0","0","0","40"
"557","48128711","Mapimi","NULL","residential","0","0","0","40"
"558","48128714","Gaviotas","NULL","residential","0","0","0","40"
"559","48128723","Canatlan","NULL","residential","1","0","0","40"
"560","48128728","Lazaro Cardenas","NULL","residential","0","0","0","40"
"561","48128731","NULL","NULL","residential","0","0","0","40"
"562","48132057","Camino a la Loma","NULL","tertiary","0","0","0","NULL"
"563","48132058","NULL","NULL","residential","0","0","0","NULL"
"564","48132060","Privada Mapimi","NULL","residential","0","0","0","40"
"565","48132061","Simon Bolivar","NULL","residential","0","0","0","40"
"566","48132062","Revolucion","NULL","residential","0","0","0","40"
"567","48132063","16 de Septiembre","NULL","residential","0","0","0","40"
"568","48132064","NULL","NULL","residential","0","0","0","40"
"569","48132065","NULL","NULL","tertiary_link","1","0","0","NULL"
"570","48132067","Feste","NULL","residential","1","0","0","40"
"571","48132069","Nazas","NULL","secondary","0","0","0","40"
"572","48132070","Trabajo","NULL","residential","0","0","0","40"
"573","48132071","Trabajo","NULL","residential","1","0","0","NULL"
"574","48132072","scop","NULL","residential","0","0","0","40"
"575","48132073","Agricultura","NULL","residential","0","0","0","40"
"576","48132074","Tamazula","NULL","residential","0","0","0","40"
"577","48132075","El Tuito","NULL","residential","0","0","0","40"
"578","48132077","Calle Dolores del Rio","NULL","residential","0","0","0","40"
"579","48132078","Rodolfo Elizondo","NULL","residential","0","0","0","40"
"580","48132079","Revolucion","NULL","residential","0","0","0","40"
"581","48132080","Playa las Gaviotas","NULL","residential","0","0","0","40"
"582","48132081","NULL","NULL","residential","0","0","0","40"
"583","48132082","NULL","NULL","residential","0","0","0","NULL"
"584","48132083","NULL","NULL","residential","0","0","0","40"
"585","48132084","NULL","NULL","residential","0","0","0","40"
"586","48132085","NULL","NULL","residential","0","0","0","40"
"587","48132086","NULL","NULL","residential","0","0","0","NULL"
"588","48132087","NULL","NULL","residential","0","0","0","40"
"589","48132088","Playa Roqueta","NULL","residential","0","0","0","40"
"590","48132091","Isauro Venzor","NULL","residential","0","0","0","40"
"591","48132092","Reforma","NULL","residential","1","0","0","40"
"592","48132093","Cienega","NULL","residential","0","0","0","40"
"593","48132094","Tecnologico","NULL","residential","0","0","0","NULL"
"594","48132095","NULL","NULL","residential","0","0","0","40"
"595","48132096","Tamazula","NULL","residential","1","0","0","40"
"596","48132292","Zapatilla","NULL","residential","0","0","0","NULL"
"597","48132294","Jesus Garcia Corona","NULL","residential","0","0","0","NULL"
"598","48132295","Ricardo Flores Magon","NULL","residential","0","0","0","NULL"
"599","48132296","Emiliano Zapata","NULL","residential","0","0","0","NULL"
"600","48132297","NULL","NULL","residential","0","0","0","NULL"
"601","48132298","Francisco Villa","NULL","residential","0","0","0","NULL"
"602","48132299","Ferrocarril Tepehuanes","NULL","residential","0","0","0","NULL"
"603","48132300","18 de Febrero","NULL","residential","0","0","0","NULL"
"604","48132301","Jesus Garcia","NULL","residential","0","0","0","NULL"
"605","48132302","El Tule","NULL","residential","0","0","0","NULL"
"606","48138367","NULL","NULL","service","0","0","0","NULL"
"607","48140920","5 de Febrero","NULL","tertiary","1","0","0","40"
"608","48142564","NULL","NULL","residential","0","0","0","NULL"
"609","48142565","NULL","NULL","residential","0","0","0","NULL"
"610","48142567","General Fierro","NULL","residential","0","0","0","NULL"
"611","48142568","Sinaloa","NULL","residential","0","0","0","NULL"
"612","48142569","NULL","NULL","residential","0","0","0","NULL"
"613","48142570","Tomas Urbina","NULL","residential","0","0","0","NULL"
"614","48142572","Encino","NULL","residential","0","0","0","NULL"
"615","48142573","NULL","NULL","residential","0","0","0","NULL"
"616","48142576","Otinapa","NULL","residential","0","0","0","NULL"
"617","48142577","Emiiano Zapata","NULL","residential","0","0","0","NULL"
"618","48142578","Oro","NULL","residential","0","0","0","NULL"
"619","48142579","NULL","NULL","residential","0","0","0","NULL"
"620","48145604","Tlazcala","NULL","tertiary","0","0","0","NULL"
"621","48145606","NULL","NULL","tertiary","1","0","0","NULL"
"622","48145607","NULL","NULL","tertiary","1","0","0","NULL"
"623","48145608","Correos","NULL","residential","1","0","0","40"
"624","48145609","Alejandra Guzman","NULL","residential","0","0","0","NULL"
"625","48145610","Laguna","NULL","residential","0","0","0","40"
